MDEntryTime,CalendarDate,OpeningPx,HighPx,LowPx,ClosingPx,OpenInterest,TotalVolumeTraded,TotalTurnover,LowLimitPx,HighLimitPx,RefrencePx,BasisSpread
95100000,20161108,3208.2,3208.2,3208.2,3208.2,541,0,0.0,2877.6,3516.8,3365.2286,-157.0286
95200000,20161108,3208.2,3208.2,3208.2,3208.2,541,0,0.0,2877.6,3516.8,3365.5466,-157.3466
95300000,20161108,3208.8,3208.8,3208.8,3208.8,541,1,962640.0,2877.6,3516.8,3366.2176,-157.4176
95400000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3366.3106,-157.5106
95500000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3366.8716,-158.0716
95600000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3368.0906,-159.2906
95700000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3368.4706,-159.6706
95800000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3369.1116,-160.3116
95900000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3368.6266,-159.8266
100000000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3368.6136,-159.8136
100100000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3368.5366,-159.7366
100200000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3368.3886,-159.5886
100300000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3367.9986,-159.1986
100400000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3367.8496,-159.0496
100500000,20161108,3208.8,3208.8,3208.8,3208.8,541,0,0.0,2877.6,3516.8,3368.4416,-159.6416
100600000,20161108,3213.2,3213.2,3213.2,3213.2,540,1,963960.0,2877.6,3516.8,3368.8746,-155.6746
100700000,20161108,3213.2,3213.2,3213.2,3213.2,540,0,0.0,2877.6,3516.8,3368.9566,-155.7566
100800000,20161108,3213.2,3213.2,3213.2,3213.2,540,0,0.0,2877.6,3516.8,3368.8746,-155.6746
100900000,20161108,3213.2,3213.2,3213.2,3213.2,540,0,0.0,2877.6,3516.8,3369.1056,-155.9056
101000000,20161108,3213.2,3213.2,3213.2,3213.2,540,0,0.0,2877.6,3516.8,3369.0436,-155.8436
101100000,20161108,3213.2,3213.2,3213.2,3213.2,540,0,0.0,2877.6,3516.8,3367.7006,-154.5006
101200000,20161108,3213.2,3213.2,3213.2,3213.2,540,0,0.0,2877.6,3516.8,3367.0576,-153.8576
101300000,20161108,3210.0,3210.0,3210.0,3210.0,541,2,1926000.0,2877.6,3516.8,3367.0096,-157.0096
101400000,20161108,3210.0,3210.0,3210.0,3210.0,541,0,0.0,2877.6,3516.8,3366.8666,-156.8666
101500000,20161108,3208.2,3208.2,3208.2,3208.2,542,1,962460.0,2877.6,3516.8,3366.3056,-158.1056
101600000,20161108,3208.2,3208.2,3208.2,3208.2,542,0,0.0,2877.6,3516.8,3367.4646,-159.2646
101700000,20161108,3208.2,3208.2,3208.2,3208.2,542,0,0.0,2877.6,3516.8,3367.5206,-159.3206
101800000,20161108,3208.2,3208.2,3208.2,3208.2,542,0,0.0,2877.6,3516.8,3366.7836,-158.5836
101900000,20161108,3208.2,3208.2,3208.2,3208.2,542,0,0.0,2877.6,3516.8,3367.0826,-158.8826
102000000,20161108,3208.0,3208.0,3208.0,3208.0,543,1,962400.0,2877.6,3516.8,3366.2286,-158.2286
102100000,20161108,3208.0,3208.0,3208.0,3208.0,543,0,0.0,2877.6,3516.8,3365.3306,-157.3306
102200000,20161108,3208.0,3208.0,3208.0,3208.0,543,0,0.0,2877.6,3516.8,3365.6416,-157.6416
102300000,20161108,3205.0,3205.0,3205.0,3205.0,543,1,961500.0,2877.6,3516.8,3365.3626,-160.3626
102400000,20161108,3205.0,3205.0,3205.0,3205.0,543,0,0.0,2877.6,3516.8,3365.0536,-160.0536
102500000,20161108,3205.0,3205.0,3205.0,3205.0,543,0,0.0,2877.6,3516.8,3365.4466,-160.4466
102600000,20161108,3205.0,3205.0,3205.0,3205.0,543,0,0.0,2877.6,3516.8,3365.3886,-160.3886
102700000,20161108,3205.0,3205.0,3205.0,3205.0,543,0,0.0,2877.6,3516.8,3365.8446,-160.8446
102800000,20161108,3208.0,3209.0,3208.0,3209.0,544,2,1925100.0,2877.6,3516.8,3365.5696,-156.5696
102900000,20161108,3209.0,3209.0,3209.0,3209.0,544,0,0.0,2877.6,3516.8,3365.5176,-156.5176
103000000,20161108,3205.0,3205.0,3205.0,3205.0,544,1,961500.0,2877.6,3516.8,3365.5566,-160.5566
103100000,20161108,3205.0,3205.0,3205.0,3205.0,544,0,0.0,2877.6,3516.8,3365.6336,-160.6336
103200000,20161108,3205.8,3205.8,3205.8,3205.8,544,1,961740.0,2877.6,3516.8,3364.8526,-159.0526
103300000,20161108,3205.8,3205.8,3205.8,3205.8,544,0,0.0,2877.6,3516.8,3364.5216,-158.7216
103400000,20161108,3205.8,3205.8,3205.8,3205.8,544,0,0.0,2877.6,3516.8,3362.8846,-157.0846
103500000,20161108,3203.0,3203.0,3202.8,3202.8,544,2,1921740.0,2877.6,3516.8,3362.4556,-159.6556
103600000,20161108,3202.8,3202.8,3202.8,3202.8,544,0,0.0,2877.6,3516.8,3361.6266,-158.8266
103700000,20161108,3202.8,3202.8,3202.8,3202.8,544,0,0.0,2877.6,3516.8,3361.7806,-158.9806
103800000,20161108,3202.8,3202.8,3202.8,3202.8,544,0,0.0,2877.6,3516.8,3361.8146,-159.0146
103900000,20161108,3202.8,3202.8,3202.8,3202.8,544,0,0.0,2877.6,3516.8,3362.2296,-159.4296
104000000,20161108,3202.8,3202.8,3202.8,3202.8,544,0,0.0,2877.6,3516.8,3362.3646,-159.5646
104100000,20161108,3202.8,3202.8,3202.8,3202.8,544,0,0.0,2877.6,3516.8,3362.9646,-160.1646
104200000,20161108,3202.8,3202.8,3202.8,3202.8,544,0,0.0,2877.6,3516.8,3362.8576,-160.0576
104300000,20161108,3202.4,3202.4,3202.4,3202.4,545,4,3842880.0,2877.6,3516.8,3363.0706,-160.6706
104400000,20161108,3202.4,3202.4,3202.4,3202.4,545,0,0.0,2877.6,3516.8,3363.5376,-161.1376
104500000,20161108,3200.8,3200.8,3200.8,3200.8,546,1,960240.0,2877.6,3516.8,3363.7636,-162.9636
104600000,20161108,3201.4,3204.0,3201.4,3204.0,547,2,1921620.0,2877.6,3516.8,3363.8926,-159.8926
104700000,20161108,3204.0,3204.0,3204.0,3204.0,547,0,0.0,2877.6,3516.8,3364.3336,-160.3336
104800000,20161108,3204.0,3204.0,3204.0,3204.0,547,0,0.0,2877.6,3516.8,3363.9176,-159.9176
104900000,20161108,3204.0,3204.0,3204.0,3204.0,547,0,0.0,2877.6,3516.8,3364.0866,-160.0866
105000000,20161108,3204.0,3204.0,3204.0,3204.0,547,0,0.0,2877.6,3516.8,3364.4266,-160.4266
105100000,20161108,3204.0,3204.0,3204.0,3204.0,547,0,0.0,2877.6,3516.8,3364.9256,-160.9256
105200000,20161108,3205.6,3205.6,3205.6,3205.6,547,1,961680.0,2877.6,3516.8,3365.4326,-159.8326
105300000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3365.9316,-160.3316
105400000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.5076,-160.9076
105500000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.5786,-160.9786
105600000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.0816,-160.4816
105700000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3365.9616,-160.3616
105800000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3365.9396,-160.3396
105900000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.5606,-160.9606
110000000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.9026,-161.3026
110100000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3367.2956,-161.6956
110200000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3367.0836,-161.4836
110300000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3367.2016,-161.6016
110400000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.6516,-161.0516
110500000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.7746,-161.1746
110600000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.6516,-161.0516
110700000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.7876,-161.1876
110800000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.6816,-161.0816
110900000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.5956,-160.9956
111000000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.3466,-160.7466
111100000,20161108,3205.6,3205.6,3205.6,3205.6,547,0,0.0,2877.6,3516.8,3366.4586,-160.8586
111200000,20161108,3208.8,3208.8,3208.8,3208.8,548,1,962640.0,2877.6,3516.8,3366.5896,-157.7896
111300000,20161108,3208.8,3208.8,3208.8,3208.8,548,0,0.0,2877.6,3516.8,3366.2936,-157.4936
111400000,20161108,3208.8,3208.8,3208.8,3208.8,548,0,0.0,2877.6,3516.8,3366.4636,-157.6636
111500000,20161108,3208.8,3208.8,3208.8,3208.8,548,0,0.0,2877.6,3516.8,3366.7246,-157.9246
111600000,20161108,3208.8,3208.8,3208.8,3208.8,548,0,0.0,2877.6,3516.8,3366.8836,-158.0836
111700000,20161108,3208.8,3208.8,3208.8,3208.8,548,0,0.0,2877.6,3516.8,3367.1606,-158.3606
111800000,20161108,3208.8,3208.8,3208.8,3208.8,548,0,0.0,2877.6,3516.8,3367.5316,-158.7316
111900000,20161108,3208.8,3208.8,3208.8,3208.8,548,0,0.0,2877.6,3516.8,3368.1796,-159.3796
112000000,20161108,3211.6,3211.6,3211.6,3211.6,549,2,1926960.0,2877.6,3516.8,3369.3456,-157.7456
112100000,20161108,3211.6,3211.6,3211.6,3211.6,549,0,0.0,2877.6,3516.8,3370.2416,-158.6416
112200000,20161108,3211.6,3211.6,3211.6,3211.6,549,0,0.0,2877.6,3516.8,3371.7636,-160.1636
112300000,20161108,3211.6,3211.6,3211.6,3211.6,549,0,0.0,2877.6,3516.8,3372.5186,-160.9186
112400000,20161108,3214.8,3214.8,3214.8,3214.8,549,1,964440.0,2877.6,3516.8,3374.6516,-159.8516
112500000,20161108,3217.8,3218.0,3217.8,3218.0,546,4,3861540.0,2877.6,3516.8,3376.0876,-158.0876
112600000,20161108,3223.2,3223.2,3223.2,3223.2,546,1,966960.0,2877.6,3516.8,3376.6216,-153.4216
112700000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3377.0826,-153.8826
112800000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3377.1626,-153.9626
112900000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3378.5326,-155.3326
113000000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3379.7756,-156.5756
130100000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3383.3496,-160.1496
130200000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3381.8826,-158.6826
130300000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3381.6346,-158.4346
130400000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3382.5376,-159.3376
130500000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3381.8676,-158.6676
130600000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3381.4786,-158.2786
130700000,20161108,3223.2,3223.2,3223.2,3223.2,546,0,0.0,2877.6,3516.8,3382.0286,-158.8286
130800000,20161108,3223.4,3223.6,3223.4,3223.6,548,2,1934100.0,2877.6,3516.8,3381.0416,-157.4416
130900000,20161108,3223.6,3223.6,3223.6,3223.6,548,0,0.0,2877.6,3516.8,3380.4806,-156.8806
131000000,20161108,3223.6,3223.6,3223.6,3223.6,548,0,0.0,2877.6,3516.8,3380.2566,-156.6566
131100000,20161108,3223.6,3223.6,3223.6,3223.6,548,0,0.0,2877.6,3516.8,3379.7096,-156.1096
131200000,20161108,3223.6,3223.6,3223.6,3223.6,548,0,0.0,2877.6,3516.8,3380.0466,-156.4466
131300000,20161108,3223.6,3223.6,3223.6,3223.6,548,0,0.0,2877.6,3516.8,3380.2386,-156.6386
131400000,20161108,3223.6,3223.6,3223.6,3223.6,548,0,0.0,2877.6,3516.8,3380.3006,-156.7006
131500000,20161108,3223.6,3223.6,3223.6,3223.6,548,0,0.0,2877.6,3516.8,3380.0226,-156.4226
131600000,20161108,3227.2,3229.6,3227.2,3229.6,548,2,1937040.0,2877.6,3516.8,3381.3146,-151.7146
131700000,20161108,3231.4,3231.4,3226.8,3230.4,550,3,2906580.0,2877.6,3516.8,3382.0446,-151.6446
131800000,20161108,3230.4,3230.4,3230.4,3230.4,549,1,969120.0,2877.6,3516.8,3382.4426,-152.0426
131900000,20161108,3226.2,3226.2,3226.2,3226.2,550,1,967860.0,2877.6,3516.8,3382.8386,-156.6386
132000000,20161108,3226.2,3226.2,3226.2,3226.2,550,0,0.0,2877.6,3516.8,3382.4006,-156.2006
132100000,20161108,3227.6,3227.6,3227.6,3227.6,551,1,968280.0,2877.6,3516.8,3382.2436,-154.6436
132200000,20161108,3227.6,3227.6,3227.6,3227.6,551,0,0.0,2877.6,3516.8,3381.4466,-153.8466
132300000,20161108,3226.6,3226.8,3226.6,3226.8,551,2,1936020.0,2877.6,3516.8,3381.2196,-154.4196
132400000,20161108,3227.0,3227.0,3227.0,3227.0,551,1,968100.0,2877.6,3516.8,3380.6936,-153.6936
132500000,20161108,3227.0,3227.0,3227.0,3227.0,551,0,0.0,2877.6,3516.8,3380.4976,-153.4976
132600000,20161108,3225.2,3225.2,3225.2,3225.2,552,1,967560.0,2877.6,3516.8,3379.3746,-154.1746
132700000,20161108,3225.2,3225.2,3225.2,3225.2,552,0,0.0,2877.6,3516.8,3378.2846,-153.0846
132800000,20161108,3225.2,3225.2,3225.2,3225.2,552,0,0.0,2877.6,3516.8,3378.1746,-152.9746
132900000,20161108,3225.2,3225.2,3225.2,3225.2,552,0,0.0,2877.6,3516.8,3377.7696,-152.5696
133000000,20161108,3225.2,3225.2,3225.2,3225.2,552,0,0.0,2877.6,3516.8,3377.7176,-152.5176
133100000,20161108,3225.0,3225.0,3225.0,3225.0,555,5,4837500.0,2877.6,3516.8,3377.3476,-152.3476
133200000,20161108,3225.0,3225.0,3225.0,3225.0,555,0,0.0,2877.6,3516.8,3377.0746,-152.0746
133300000,20161108,3224.0,3224.0,3224.0,3224.0,560,5,4836000.0,2877.6,3516.8,3375.9236,-151.9236
133400000,20161108,3221.2,3221.2,3221.2,3221.2,561,1,966360.0,2877.6,3516.8,3375.6036,-154.4036
133500000,20161108,3221.2,3221.2,3221.2,3221.2,561,0,0.0,2877.6,3516.8,3374.9526,-153.7526
133600000,20161108,3221.2,3221.2,3221.2,3221.2,561,0,0.0,2877.6,3516.8,3374.5466,-153.3466
133700000,20161108,3221.2,3221.2,3221.2,3221.2,561,0,0.0,2877.6,3516.8,3374.8086,-153.6086
133800000,20161108,3221.2,3221.2,3221.2,3221.2,561,0,0.0,2877.6,3516.8,3375.1126,-153.9126
133900000,20161108,3221.2,3221.2,3221.2,3221.2,561,0,0.0,2877.6,3516.8,3375.5156,-154.3156
134000000,20161108,3222.8,3222.8,3222.8,3222.8,562,1,966840.0,2877.6,3516.8,3375.0776,-152.2776
134100000,20161108,3222.0,3222.0,3222.0,3222.0,563,1,966600.0,2877.6,3516.8,3374.6396,-152.6396
134200000,20161108,3222.0,3222.0,3222.0,3222.0,564,1,966600.0,2877.6,3516.8,3373.2166,-151.2166
134300000,20161108,3222.0,3222.0,3222.0,3222.0,566,3,2899800.0,2877.6,3516.8,3372.3566,-150.3566
134400000,20161108,3222.0,3222.0,3222.0,3222.0,566,0,0.0,2877.6,3516.8,3371.0946,-149.0946
134500000,20161108,3220.0,3220.0,3220.0,3220.0,567,1,966000.0,2877.6,3516.8,3371.6596,-151.6596
134600000,20161108,3220.0,3220.0,3220.0,3220.0,567,0,0.0,2877.6,3516.8,3371.7436,-151.7436
134700000,20161108,3220.0,3220.0,3220.0,3220.0,567,0,0.0,2877.6,3516.8,3371.7956,-151.7956
134800000,20161108,3220.0,3220.0,3220.0,3220.0,567,0,0.0,2877.6,3516.8,3371.6546,-151.6546
134900000,20161108,3220.0,3220.0,3220.0,3220.0,568,1,966000.0,2877.6,3516.8,3371.2666,-151.2666
135000000,20161108,3222.0,3222.0,3221.8,3221.8,569,2,1933140.0,2877.6,3516.8,3372.4176,-150.6176
135100000,20161108,3221.8,3221.8,3221.8,3221.8,569,0,0.0,2877.6,3516.8,3372.9016,-151.1016
135200000,20161108,3221.8,3221.8,3221.8,3221.8,569,0,0.0,2877.6,3516.8,3373.1456,-151.3456
135300000,20161108,3221.8,3221.8,3221.8,3221.8,569,0,0.0,2877.6,3516.8,3372.8346,-151.0346
135400000,20161108,3221.8,3221.8,3221.8,3221.8,569,0,0.0,2877.6,3516.8,3373.5086,-151.7086
135500000,20161108,3221.8,3221.8,3221.8,3221.8,569,0,0.0,2877.6,3516.8,3373.4806,-151.6806
135600000,20161108,3223.0,3223.0,3223.0,3223.0,570,1,966900.0,2877.6,3516.8,3372.7866,-149.7866
135700000,20161108,3223.0,3223.0,3223.0,3223.0,570,0,0.0,2877.6,3516.8,3372.3676,-149.3676
135800000,20161108,3223.0,3223.0,3223.0,3223.0,570,0,0.0,2877.6,3516.8,3371.6816,-148.6816
135900000,20161108,3220.6,3220.6,3220.6,3220.6,571,1,966180.0,2877.6,3516.8,3371.7246,-151.1246
140000000,20161108,3220.0,3220.0,3220.0,3220.0,571,1,966000.0,2877.6,3516.8,3371.6196,-151.6196
140100000,20161108,3221.2,3221.2,3220.0,3220.0,573,2,1932360.0,2877.6,3516.8,3371.5536,-151.5536
140200000,20161108,3220.0,3220.0,3220.0,3220.0,573,0,0.0,2877.6,3516.8,3371.2536,-151.2536
140300000,20161108,3220.0,3220.0,3220.0,3220.0,573,0,0.0,2877.6,3516.8,3370.8476,-150.8476
140400000,20161108,3220.0,3220.0,3220.0,3220.0,573,0,0.0,2877.6,3516.8,3370.7436,-150.7436
140500000,20161108,3220.0,3220.0,3220.0,3220.0,573,0,0.0,2877.6,3516.8,3370.7096,-150.7096
140600000,20161108,3220.0,3220.0,3220.0,3220.0,573,0,0.0,2877.6,3516.8,3370.6156,-150.6156
140700000,20161108,3220.0,3220.0,3220.0,3220.0,573,0,0.0,2877.6,3516.8,3370.6166,-150.6166
140800000,20161108,3217.8,3217.8,3217.8,3217.8,574,1,965340.0,2877.6,3516.8,3371.4586,-153.6586
140900000,20161108,3217.8,3217.8,3217.8,3217.8,574,0,0.0,2877.6,3516.8,3371.8116,-154.0116
141000000,20161108,3217.8,3217.8,3217.8,3217.8,574,0,0.0,2877.6,3516.8,3371.9966,-154.1966
141100000,20161108,3217.8,3217.8,3217.8,3217.8,574,0,0.0,2877.6,3516.8,3372.3326,-154.5326
141200000,20161108,3217.8,3217.8,3217.8,3217.8,574,0,0.0,2877.6,3516.8,3371.6636,-153.8636
141300000,20161108,3217.8,3217.8,3217.8,3217.8,574,0,0.0,2877.6,3516.8,3372.6486,-154.8486
141400000,20161108,3217.0,3217.2,3217.0,3217.2,576,2,1930260.0,2877.6,3516.8,3372.3206,-155.1206
141500000,20161108,3217.2,3217.2,3217.2,3217.2,577,1,965160.0,2877.6,3516.8,3372.5556,-155.3556
141600000,20161108,3217.2,3217.2,3217.2,3217.2,577,0,0.0,2877.6,3516.8,3372.5116,-155.3116
141700000,20161108,3216.2,3216.2,3216.2,3216.2,577,1,964860.0,2877.6,3516.8,3372.2986,-156.0986
141800000,20161108,3216.2,3216.2,3216.2,3216.2,577,0,0.0,2877.6,3516.8,3372.0416,-155.8416
141900000,20161108,3216.0,3216.0,3216.0,3216.0,577,1,964800.0,2877.6,3516.8,3371.9466,-155.9466
142000000,20161108,3216.0,3216.0,3216.0,3216.0,577,0,0.0,2877.6,3516.8,3371.3386,-155.3386
142100000,20161108,3216.0,3216.0,3216.0,3216.0,577,0,0.0,2877.6,3516.8,3370.5546,-154.5546
142200000,20161108,3211.6,3211.6,3211.6,3211.6,576,1,963480.0,2877.6,3516.8,3370.2546,-158.6546
142300000,20161108,3211.6,3211.6,3211.6,3211.6,576,0,0.0,2877.6,3516.8,3369.8696,-158.2696
142400000,20161108,3211.6,3211.6,3211.6,3211.6,576,0,0.0,2877.6,3516.8,3369.8006,-158.2006
142500000,20161108,3211.6,3211.6,3211.6,3211.6,576,0,0.0,2877.6,3516.8,3368.6266,-157.0266
142600000,20161108,3211.2,3211.2,3211.2,3211.2,577,1,963360.0,2877.6,3516.8,3367.9416,-156.7416
142700000,20161108,3211.2,3211.2,3211.2,3211.2,577,0,0.0,2877.6,3516.8,3367.6396,-156.4396
142800000,20161108,3211.8,3212.0,3211.8,3212.0,579,2,1927140.0,2877.6,3516.8,3367.9196,-155.9196
142900000,20161108,3212.0,3212.0,3212.0,3212.0,579,0,0.0,2877.6,3516.8,3367.8386,-155.8386
143000000,20161108,3213.0,3213.0,3213.0,3213.0,579,1,963900.0,2877.6,3516.8,3368.4656,-155.4656
143100000,20161108,3214.0,3214.2,3214.0,3214.2,581,2,1928460.0,2877.6,3516.8,3369.7536,-155.5536
143200000,20161108,3214.8,3214.8,3214.8,3214.8,582,1,964440.0,2877.6,3516.8,3369.8956,-155.0956
143300000,20161108,3214.8,3214.8,3214.8,3214.8,582,0,0.0,2877.6,3516.8,3370.2326,-155.4326
143400000,20161108,3214.4,3214.4,3214.4,3214.4,582,1,964320.0,2877.6,3516.8,3370.3386,-155.9386
143500000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3369.6726,-155.2726
143600000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3369.7156,-155.3156
143700000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3369.5976,-155.1976
143800000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3369.9536,-155.5536
143900000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3369.9456,-155.5456
144000000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3369.8996,-155.4996
144100000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3369.7076,-155.3076
144200000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3369.5626,-155.1626
144300000,20161108,3214.4,3214.4,3214.4,3214.4,582,0,0.0,2877.6,3516.8,3368.8096,-154.4096
144400000,20161108,3211.2,3211.2,3211.2,3211.2,583,1,963360.0,2877.6,3516.8,3368.5416,-157.3416
144500000,20161108,3211.2,3211.2,3211.2,3211.2,583,0,0.0,2877.6,3516.8,3368.2766,-157.0766
144600000,20161108,3211.2,3211.2,3211.2,3211.2,583,0,0.0,2877.6,3516.8,3367.8196,-156.6196
144700000,20161108,3211.2,3211.2,3211.2,3211.2,583,0,0.0,2877.6,3516.8,3367.4246,-156.2246
144800000,20161108,3210.8,3211.0,3210.8,3211.0,582,2,1926540.0,2877.6,3516.8,3367.5086,-156.5086
144900000,20161108,3211.0,3211.0,3211.0,3211.0,582,0,0.0,2877.6,3516.8,3367.3326,-156.3326
145000000,20161108,3211.0,3211.0,3211.0,3211.0,582,0,0.0,2877.6,3516.8,3367.5136,-156.5136
145100000,20161108,3211.0,3211.0,3211.0,3211.0,582,0,0.0,2877.6,3516.8,3367.1606,-156.1606
145200000,20161108,3211.0,3211.0,3211.0,3211.0,582,0,0.0,2877.6,3516.8,3367.0826,-156.0826
145300000,20161108,3211.0,3211.0,3211.0,3211.0,582,0,0.0,2877.6,3516.8,3366.8816,-155.8816
145400000,20161108,3211.0,3211.0,3211.0,3211.0,582,0,0.0,2877.6,3516.8,3368.1856,-157.1856
145500000,20161108,3211.0,3211.0,3211.0,3211.0,582,0,0.0,2877.6,3516.8,3368.3956,-157.3956
145600000,20161108,3211.0,3211.0,3211.0,3211.0,582,0,0.0,2877.6,3516.8,3368.8866,-157.8866
